obsid,paperid,pobsid,Authors,Preferred,CorrelationCoefficient,StandardError,Tstatistic,CorrectionFactor,CorrelationCoefficientCorrected,coeffmed,StandardErrorCorrected,TstatisticCorrected,Observations,DegreesofFreedom,NumberofCountries,YNCorrected,TaxType,Statutory,EATR,EMTR,ATR,CorpTaxStructure,CrossSection,IntraNational,USAonly,CountryFixedEffects,DataOECDCountries,DataNonOECDcountries,DataMixofCountries,NoGDPpercapita,OLS,PMG,SURE,GMM,IV,OtherEstimator,TacklingEndogeneity,JournalName,YearofPublication,JournalImpactFactor,ReviewedJournal,Citations,AuthorOECDaffiliation,TotalTaxRevenues,GovernmentSpending,NoOtherTaxVariables,LongRunExplicit,ShortRunExplicit,HorizonOther
93,9,2,Bretschger 2010,0,-0.000502,0.000166,-3.024096386,76.92307692,-0.038615385,,0.012769231,-3.024096386,69,63,12,1,EATR,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,Journal of Macroeconomics,2010,0.952,1,40,0,0,0,1,0,0,1
94,9,3,Bretschger 2010,0,-0.00084,0.000187,-4.49197861,76.92307692,-0.064615385,,0.014384615,-4.49197861,69,62,12,1,EATR,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,Journal of Macroeconomics,2010,0.952,1,40,0,0,0,1,0,0,1
95,9,4,Bretschger 2010,0,-0.00069,0.000171,-4.035087719,76.92307692,-0.053076923,,0.013153846,-4.035087719,69,61,12,1,EATR,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,Journal of Macroeconomics,2010,0.952,1,40,0,0,0,1,0,0,1
96,9,5,Bretschger 2010,0,-0.000586,0.000149,-3.932885906,76.92307692,-0.045076923,,0.011461538,-3.932885906,69,61,12,1,EATR,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,Journal of Macroeconomics,2010,0.952,1,40,0,0,0,1,0,0,1
97,9,6,Bretschger 2010,0,-0.000384,0.000157,-2.445859873,76.92307692,-0.029538462,,0.012076923,-2.445859873,69,62,12,1,EATR,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,Journal of Macroeconomics,2010,0.952,1,40,0,0,0,1,0,0,1
98,9,7,Bretschger 2010,0,-0.000437,0.000159,-2.748427673,76.92307692,-0.033615385,,0.012230769,-2.748427673,69,61,12,1,EATR,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,Journal of Macroeconomics,2010,0.952,1,40,0,0,0,1,0,0,1
99,9,8,Bretschger 2010,0,-0.000227,0.00011,-2.063636364,76.92307692,-0.017461538,,0.008461538,-2.063636364,69,62,12,1,EATR,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,Journal of Macroeconomics,2010,0.952,1,40,0,0,0,1,0,0,1
100,9,9,Bretschger 2010,0,-0.000258,0.0000999,-2.582582583,76.92307692,-0.019846154,,0.007684615,-2.582582583,69,61,12,1,EATR,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,Journal of Macroeconomics,2010,0.952,1,40,0,0,0,1,0,0,1
101,9,10,Bretschger 2010,0,-0.000196,0.0000735,-2.666666667,76.92307692,-0.015076923,,0.005653846,-2.666666667,69,62,12,1,EATR,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,Journal of Macroeconomics,2010,0.952,1,40,0,0,0,1,0,0,1
102,9,11,Bretschger 2010,0,-0.000555,0.000149,-3.724832215,76.92307692,-0.042692308,-0.042692308,0.011461538,-3.724832215,69,61,12,1,EATR,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,Journal of Macroeconomics,2010,0.952,1,40,0,0,1,1,0,0,1
103,9,12,Bretschger 2010,0,-0.000689,0.00015,-4.593333333,76.92307692,-0.053,,0.011538462,-4.593333333,69,61,12,1,EATR,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,Journal of Macroeconomics,2010,0.952,1,40,0,0,0,1,0,0,1
104,9,13,Bretschger 2010,0,-0.000804,0.000163,-4.932515337,76.92307692,-0.061846154,,0.012538462,-4.932515337,69,60,12,1,EATR,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,Journal of Macroeconomics,2010,0.952,1,40,0,0,1,1,0,0,1
105,9,14,Bretschger 2010,0,-0.000797,0.000163,-4.889570552,76.92307692,-0.061307692,,0.012538462,-4.889570552,69,60,12,1,EATR,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,Journal of Macroeconomics,2010,0.952,1,40,0,0,1,1,0,0,1
106,10,1,Dackehag and Hansson 2012,-1,-0.00292,0.00984,-0.296747967,0.043624672,-0.000127384,,0.000429267,-0.296747967,188,150,25,1,Statutory,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,Lund University Working Paper,2012,0.0001,0,73,0,0,0,0,1,0,0
107,10,2,Dackehag and Hansson 2012,1,0.165,0.0997,1.654964895,0.043624672,-0.07239427,,0.046574678,-1.554369727,188,149,25,1,Statutory,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,Lund University Working Paper,2012,0.0001,0,73,0,0,0,1,1,0,0
108,10,3,Dackehag and Hansson 2012,0,0.208,0.0898,2.316258352,0.043624672,-0.107787838,,0.041195192,-2.616515017,135,88,25,1,Statutory,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,Lund University Working Paper,2012,0.0001,0,73,0,1,1,1,1,0,0
109,10,4,Dackehag and Hansson 2012,0,0.208,0.091,2.285714286,0.043624672,-0.087573911,,0.041514197,-2.109493089,134,86,25,1,Statutory,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,Lund University Working Paper,2012,0.0001,0,73,0,1,1,0,1,0,0
110,10,5,Dackehag and Hansson 2012,0,0.162,0.0939,1.725239617,0.043624672,-0.068103347,,0.042468322,-1.603626975,127,81,23,1,Statutory,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,Lund University Working Paper,2012,0.0001,0,73,0,1,1,1,1,0,0
111,10,6,Dackehag and Hansson 2012,-1,0.3164,25.31,0.012500988,0.043624672,-0.136064478,,12.10695231,-0.011238541,134,86,25,1,Statutory,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,Lund University Working Paper,2012,0.0001,0,73,0,1,1,1,1,0,0
112,10,7,Dackehag and Hansson 2012,-1,-0.00546,0.0149,-0.366442953,0.043624672,-0.000238191,,0.000650008,-0.366442953,161,122,25,1,Statutory,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,Lund University Working Paper,2012,0.0001,0,73,0,0,0,1,1,0,0
113,10,8,Dackehag and Hansson 2012,0,0.253,0.112,2.258928571,0.043624672,-0.109298997,,0.050393969,-2.168890416,161,120,25,1,Statutory,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,Lund University Working Paper,2012,0.0001,0,73,0,0,0,1,1,0,0
114,10,9,Dackehag and Hansson 2012,0,0.233,0.0827,2.817412334,0.043624672,-0.099748684,,0.037711519,-2.645045505,118,69,25,1,Statutory,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,Lund University Working Paper,2012,0.0001,0,73,0,1,1,0,1,0,0
115,10,10,Dackehag and Hansson 2012,0,0.234,0.08,2.925,0.043624672,-0.099073374,,0.036444238,-2.718492103,117,67,25,1,Statutory,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,Lund University Working Paper,2012,0.0001,0,73,0,1,1,0,1,0,0
116,10,11,Dackehag and Hansson 2012,0,0.184,0.0863,2.132097335,0.043624672,-0.077882254,,0.03835467,-2.030580732,111,63,23,1,Statutory,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,Lund University Working Paper,2012,0.0001,0,73,0,1,1,0,1,0,0
117,10,12,Dackehag and Hansson 2012,-1,0.6999,43.24,0.016186401,0.043624672,-0.2859414,,19.60783766,-0.014583015,117,67,25,1,Statutory,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,Lund University Working Paper,2012,0.0001,0,73,0,1,1,0,1,0,0
118,10,13,Dackehag and Hansson 2012,0,0.292,0.0774,3.772609819,0.034899737,-0.095932398,,0.028744827,-3.337379508,108,61,25,1,Statutory,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,Lund University Working Paper,2012,0.0001,0,73,0,1,1,1,1,0,0
119,10,14,Dackehag and Hansson 2012,0,0.315,0.0903,3.488372093,0.034899737,-0.103467949,,0.032957818,-3.139405355,89,41,24,1,Statutory,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,Lund University Working Paper,2012,0.0001,0,73,0,1,1,0,1,0,0
120,10,15,Dackehag and Hansson 2012,0,0.292,0.125,2.336,0.034899737,-0.093658331,,0.046387468,-2.019043839,73,24,23,1,Statutory,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,Lund University Working Paper,2012,0.0001,0,73,0,1,1,0,1,0,0
121,10,16,Dackehag and Hansson 2012,0,0.25,0.0368,6.793478261,0.043624672,-0.102797176,-0.102797176,0.017737998,-5.795308915,118,67,25,1,Statutory,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,Lund University Working Paper,2012,0.0001,0,73,0,1,1,0,1,0,0
122,10,17,Dackehag and Hansson 2012,0,0.2897,0.1008,2.874007937,0.043624672,-0.120647519,,0.050977465,-2.366683391,118,67,25,1,Statutory,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,Lund University Working Paper,2012,0.0001,0,73,0,1,1,0,1,0,0
123,10,18,Dackehag and Hansson 2012,0,0.15,0.067,2.23880597,0.174498686,-0.251766704,,0.126720486,-1.986787716,361,310,25,1,Statutory,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,Lund University Working Paper,2012,0.0001,0,73,0,1,1,1,0,0,1
124,10,19,Dackehag and Hansson 2012,0,0.254,0.1,2.54,0.174498686,-0.423124414,,0.190072699,-2.226118833,361,310,25,1,Statutory,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,Lund University Working Paper,2012,0.0001,0,73,0,1,1,1,0,0,1
125,10,20,Dackehag and Hansson 2012,0,0.173,0.068,2.544117647,0.174498686,-0.285654349,,0.126736704,-2.253919658,361,310,25,1,Statutory,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,Lund University Working Paper,2012,0.0001,0,73,0,1,1,1,0,0,1
126,10,21,Dackehag and Hansson 2012,0,0.125,0.0643,1.944012442,0.174498686,-0.196750759,,0.126677886,-1.553157896,361,308,25,1,Statutory,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,Lund University Working Paper,2012,0.0001,0,73,0,1,1,0,0,0,1
127,10,22,Dackehag and Hansson 2012,0,0.257,0.086,2.988372093,0.174498686,-0.435234623,,0.164719033,-2.642284959,361,308,25,1,Statutory,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,Lund University Working Paper,2012,0.0001,0,73,0,1,1,0,0,0,1
128,10,23,Dackehag and Hansson 2012,0,0.135,0.088,1.534090909,0.174498686,-0.237960368,,0.164751195,-1.444362015,361,308,25,1,Statutory,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,Lund University Working Paper,2012,0.0001,0,73,0,1,1,0,0,0,1
129,10,24,Dackehag and Hansson 2012,0,0.0768,0.0911,0.843029638,0.043624672,-0.027128438,,0.045284079,-0.599072324,361,304,25,1,Statutory,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,Lund University Working Paper,2012,0.0001,0,73,0,1,1,0,1,0,0
130,10,25,Dackehag and Hansson 2012,0,0.0409,0.079,0.517721519,0.043624672,-0.006017064,,0.038953106,-0.154469419,361,304,25,1,Statutory,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,Lund University Working Paper,2012,0.0001,0,73,0,1,1,0,1,0,0
131,10,26,Dackehag and Hansson 2012,0,0.134,0.146,0.917808219,0.043624672,-0.051637651,,0.072832528,-0.708991612,361,304,25,1,Statutory,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,Lund University Working Paper,2012,0.0001,0,73,0,1,1,0,1,0,0
132,11,1,Denaux 2007,1,-2.56,0.299065421,-8.56,0.01,-0.0256,,0.002990654,-8.56,297,288,1,1,Statutory,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,Review of Development Economics,2007,0.841,1,34,0,0,1,0,1,0,0
133,11,2,Denaux 2007,0,-1.517,0.257993197,-5.88,0.01,-0.01517,,0.002579932,-5.88,297,290,1,1,Statutory,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,Review of Development Economics,2007,0.841,1,34,0,0,1,0,1,0,0
134,11,3,Denaux 2007,0,-2.51,0.308353808,-8.14,0.01,-0.0251,-0.0251,0.003083538,-8.14,297,286,1,1,Statutory,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,Review of Development Economics,2007,0.841,1,34,0,0,1,0,1,0,0
135,11,4,Denaux 2007,0,-1.58,0.480243161,-3.29,0.01,-0.0158,,0.004802432,-3.29,1485,1476,1,1,Statutory,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,Review of Development Economics,2007,0.841,1,34,0,0,1,0,0,0,1
136,12,1,Durusu-Ciftci et al. 2018,0,0.01,0.010638298,0.94,0.224820144,0.002248201,,0.002391704,0.94,630,625,30,1,Statutory,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Economic Systems,2018,1.578,1,9,0,0,0,1,1,0,0
137,12,2,Durusu-Ciftci et al. 2018,1,0.02,0.010752688,1.86,0.224820144,0.004496403,,0.002417421,1.86,630,625,30,1,Statutory,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Economic Systems,2018,1.578,1,9,0,0,0,1,1,0,0
138,12,3,Durusu-Ciftci et al. 2018,1,-0.03,0.016666667,-1.8,0.224820144,-0.006744604,,0.003747002,-1.8,21,16,1,1,Statutory,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Economic Systems,2018,1.578,1,9,0,0,0,1,1,0,0
139,12,4,Durusu-Ciftci et al. 2018,1,0.02,0.016666667,1.2,0.224820144,0.004496403,,0.003747002,1.2,21,16,1,1,Statutory,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Economic Systems,2018,1.578,1,9,0,0,0,1,1,0,0
140,12,5,Durusu-Ciftci et al. 2018,1,-0.12,0.013559322,-8.85,0.224820144,-0.026978417,,0.003048409,-8.85,21,16,1,1,Statutory,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Economic Systems,2018,1.578,1,9,0,0,0,1,1,0,0
141,12,6,Durusu-Ciftci et al. 2018,1,-0.05,0.022222222,-2.25,0.224820144,-0.011241007,,0.004996003,-2.25,21,16,1,1,Statutory,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Economic Systems,2018,1.578,1,9,0,0,0,1,1,0,0
142,12,7,Durusu-Ciftci et al. 2018,1,-0.1,0.084033613,-1.19,0.224820144,-0.022482014,,0.018892449,-1.19,21,16,1,1,Statutory,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Economic Systems,2018,1.578,1,9,0,0,0,1,1,0,0
143,12,8,Durusu-Ciftci et al. 2018,1,-0.01,0.022727273,-0.44,0.224820144,-0.002248201,,0.005109549,-0.44,21,16,1,1,Statutory,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Economic Systems,2018,1.578,1,9,0,0,0,1,1,0,0
144,12,9,Durusu-Ciftci et al. 2018,1,0.1,0.026737968,3.74,0.224820144,0.022482014,,0.006011234,3.74,21,16,1,1,Statutory,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Economic Systems,2018,1.578,1,9,0,0,0,1,1,0,0
145,12,10,Durusu-Ciftci et al. 2018,1,0.01,0.003333333,3,0.224820144,0.002248201,,0.0007494,3,21,16,1,1,Statutory,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Economic Systems,2018,1.578,1,9,0,0,0,1,1,0,0
146,12,11,Durusu-Ciftci et al. 2018,1,-0.001,0.00075188,-1.33,0.224820144,-0.00022482,,0.000169038,-1.33,21,16,1,1,Statutory,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Economic Systems,2018,1.578,1,9,0,0,0,1,1,0,0
147,12,12,Durusu-Ciftci et al. 2018,1,-0.05,0.019230769,-2.6,0.224820144,-0.011241007,,0.004323464,-2.6,21,16,1,1,Statutory,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Economic Systems,2018,1.578,1,9,0,0,0,1,1,0,0
148,12,13,Durusu-Ciftci et al. 2018,1,0.06,0.033898305,1.77,0.224820144,0.013489209,,0.007621022,1.77,21,16,1,1,Statutory,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Economic Systems,2018,1.578,1,9,0,0,0,1,1,0,0
149,12,14,Durusu-Ciftci et al. 2018,1,0.02,0.010928962,1.83,0.224820144,0.004496403,,0.002457051,1.83,21,16,1,1,Statutory,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Economic Systems,2018,1.578,1,9,0,0,0,1,1,0,0
150,12,15,Durusu-Ciftci et al. 2018,1,0.29,0.068720379,4.22,0.224820144,0.065197842,,0.015449726,4.22,21,16,1,1,Statutory,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Economic Systems,2018,1.578,1,9,0,0,0,1,1,0,0
151,12,16,Durusu-Ciftci et al. 2018,1,0.08,0.019002375,4.21,0.224820144,0.017985612,,0.004272117,4.21,21,16,1,1,Statutory,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Economic Systems,2018,1.578,1,9,0,0,0,1,1,0,0
152,12,17,Durusu-Ciftci et al. 2018,1,-0.02,0.014705882,-1.36,0.224820144,-0.004496403,,0.003306179,-1.36,21,16,1,1,Statutory,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Economic Systems,2018,1.578,1,9,0,0,0,1,1,0,0
153,12,18,Durusu-Ciftci et al. 2018,1,0.11,0.011099899,9.91,0.224820144,0.024730216,,0.002495481,9.91,21,16,1,1,Statutory,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Economic Systems,2018,1.578,1,9,0,0,0,1,1,0,0
154,12,19,Durusu-Ciftci et al. 2018,1,-0.06,0.053571429,-1.12,0.224820144,-0.013489209,,0.012043936,-1.12,21,16,1,1,Statutory,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Economic Systems,2018,1.578,1,9,0,0,0,1,1,0,0
155,12,20,Durusu-Ciftci et al. 2018,1,-0.04,0.005,-8,0.224820144,-0.008992806,,0.001124101,-8,21,16,1,1,Statutory,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Economic Systems,2018,1.578,1,9,0,0,0,1,1,0,0
156,12,21,Durusu-Ciftci et al. 2018,1,-0.03,0.014492754,-2.07,0.224820144,-0.006744604,,0.003258263,-2.07,21,16,1,1,Statutory,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Economic Systems,2018,1.578,1,9,0,0,0,1,1,0,0
157,12,22,Durusu-Ciftci et al. 2018,1,0.06,0.01242236,4.83,0.224820144,0.013489209,,0.002792797,4.83,21,16,1,1,Statutory,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Economic Systems,2018,1.578,1,9,0,0,0,1,1,0,0
158,12,23,Durusu-Ciftci et al. 2018,1,0.09,0.060402685,1.49,0.224820144,0.020233813,,0.01357974,1.49,21,16,1,1,Statutory,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Economic Systems,2018,1.578,1,9,0,0,0,1,1,0,0
159,12,24,Durusu-Ciftci et al. 2018,1,-0.01,0.027777778,-0.36,0.224820144,-0.002248201,,0.006245004,-0.36,21,16,1,1,Statutory,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Economic Systems,2018,1.578,1,9,0,0,0,1,1,0,0
160,12,25,Durusu-Ciftci et al. 2018,1,0.05,0.04587156,1.09,0.224820144,0.011241007,,0.010312851,1.09,21,16,1,1,Statutory,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Economic Systems,2018,1.578,1,9,0,0,0,1,1,0,0
161,12,26,Durusu-Ciftci et al. 2018,1,0.04,0.022988506,1.74,0.224820144,0.008992806,,0.005168279,1.74,21,16,1,1,Statutory,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Economic Systems,2018,1.578,1,9,0,0,0,1,1,0,0
162,12,27,Durusu-Ciftci et al. 2018,1,0.05,0.018115942,2.76,0.224820144,0.011241007,,0.004072829,2.76,21,16,1,1,Statutory,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Economic Systems,2018,1.578,1,9,0,0,0,1,1,0,0
163,12,28,Durusu-Ciftci et al. 2018,1,-0.04,0.015564202,-2.57,0.224820144,-0.008992806,,0.003499146,-2.57,21,16,1,1,Statutory,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Economic Systems,2018,1.578,1,9,0,0,0,1,1,0,0
164,12,29,Durusu-Ciftci et al. 2018,1,0.05,0.032467532,1.54,0.224820144,0.011241007,,0.007299355,1.54,21,16,1,1,Statutory,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Economic Systems,2018,1.578,1,9,0,0,0,1,1,0,0
165,12,30,Durusu-Ciftci et al. 2018,1,-0.02,0.064516129,-0.31,0.224820144,-0.004496403,,0.014504525,-0.31,21,16,1,1,Statutory,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Economic Systems,2018,1.578,1,9,0,0,0,1,1,0,0
166,12,31,Durusu-Ciftci et al. 2018,1,-0.08,0.023188406,-3.45,0.224820144,-0.017985612,,0.005213221,-3.45,21,16,1,1,Statutory,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Economic Systems,2018,1.578,1,9,0,0,0,1,1,0,0
167,12,32,Durusu-Ciftci et al. 2018,1,0.001,0.00125,0.8,0.224820144,0.00022482,0.00022482,0.000281025,0.8,21,16,1,1,Statutory,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,Economic Systems,2018,1.578,1,9,0,0,0,1,1,0,0
168,13,1,Ferede and Dahlby 2012,0,-0.125,0.058,-2.155172414,1,-0.125,,0.058,-2.155172414,60,41,1,1,Statutory,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,National Tax Journal,2012,0.74,1,126,0,0,0,0,1,0,0
169,13,2,Ferede and Dahlby 2012,0,-0.163,0.084,-1.94047619,1,-0.163,,0.084,-1.94047619,60,36,1,1,Statutory,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,National Tax Journal,2012,0.74,1,126,0,0,1,0,1,0,0
170,13,3,Ferede and Dahlby 2012,0,-0.227,0.114,-1.99122807,1,-0.227,,0.114,-1.99122807,60,36,1,1,Statutory,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,National Tax Journal,2012,0.74,1,126,0,0,1,0,1,0,0
171,13,4,Ferede and Dahlby 2012,0,-0.205,0.119,-1.722689076,1,-0.205,,0.119,-1.722689076,60,34,1,1,Statutory,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,National Tax Journal,2012,0.74,1,126,0,0,1,0,1,0,0
172,13,5,Ferede and Dahlby 2012,0,-0.185,0.094,-1.968085106,1,-0.185,,0.094,-1.968085106,60,36,1,1,Statutory,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,National Tax Journal,2012,0.74,1,126,0,0,1,0,1,0,0
173,13,6,Ferede and Dahlby 2012,1,-0.184,0.093,-1.978494624,1,-0.184,-0.184,0.093,-1.978494624,60,36,1,1,Statutory,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,National Tax Journal,2012,0.74,1,126,0,0,1,0,1,0,0
174,13,7,Ferede and Dahlby 2012,0,-0.121,0.06,-2.016666667,1,-0.121,,0.06,-2.016666667,60,36,1,1,Statutory,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,National Tax Journal,2012,0.74,1,126,0,0,1,0,1,0,0
175,14,1,Forbin 2011,0,0.148,0.110283159,1.342,1,0.148,,0.110283159,1.342,60,56,1,1,Statutory,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,J_nk_ping University student paper,2011,0.0001,0,3,0,0,1,1,0,1,0
176,14,2,Forbin 2011,0,0.021,0.127272727,0.165,1,0.021,,0.127272727,0.165,59,55,1,1,Statutory,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,J_nk_ping University student paper,2011,0.0001,0,3,0,0,1,1,0,1,0
177,14,3,Forbin 2011,0,0.055,0.121681416,0.452,1,0.055,,0.121681416,0.452,58,54,1,1,Statutory,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,J_nk_ping University student paper,2011,0.0001,0,3,0,0,1,1,0,1,0
178,14,4,Forbin 2011,0,-0.171,0.113772455,-1.503,1,-0.171,,0.113772455,-1.503,57,53,1,1,Statutory,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,J_nk_ping University student paper,2011,0.0001,0,3,0,0,1,1,0,1,0
179,14,5,Forbin 2011,0,-0.123,2.46,-0.05,1,-0.123,,2.46,-0.05,56,52,1,1,Statutory,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,J_nk_ping University student paper,2011,0.0001,0,3,0,0,1,1,0,1,0
180,14,6,Forbin 2011,0,0.13,1.101694915,0.118,1,0.13,,1.101694915,0.118,55,51,1,1,Statutory,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,J_nk_ping University student paper,2011,0.0001,0,3,0,0,1,1,0,1,0
181,14,7,Forbin 2011,0,0.049,0.1225,0.4,1,0.049,,0.1225,0.4,54,50,1,1,Statutory,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,J_nk_ping University student paper,2011,0.0001,0,3,0,0,1,1,0,1,0
182,14,8,Forbin 2011,1,-0.017,0.026479751,-0.642,1,-0.017,,0.026479751,-0.642,54,50,1,1,Statutory,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,J_nk_ping University student paper,2011,0.0001,0,3,0,0,1,1,1,0,0
183,14,9,Forbin 2011,0,0.148,0.110447761,1.34,1,0.148,,0.110447761,1.34,60,56,1,1,Statutory,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,J_nk_ping University student paper,2011,0.0001,0,3,0,0,1,1,0,1,0
